steamid	appid	playtime_forever
76561197960267974	24980	2119
76561197960267974	19900	80
76561197960267974	34030	3713
76561197960267974	33230	1508
76561197960267974	21970	10139
76561197960267974	43110	699
76561197960267974	8190	917
76561197960267974	12220	1278
76561197960267974	22000	266
76561197960267974	39510	136
76561197960267974	33930	184
76561197960267974	22600	94
76561197960267974	8930	8496
76561197960267974	32360	398
76561197960267974	32460	223
76561197960267974	35130	407
76561197960267974	12210	119
76561197960267974	20920	1842
76561197960267974	47900	520
76561197960267974	48190	3726
76561197960267974	34330	17799
76561197960267974	620	705
76561197960267974	44320	1138
76561197960267974	28050	1968
76561197960267974	24960	3627
76561197960267974	48000	279
76561197960267974	22330	121
76561197960267974	72850	9496
76561197960267974	201280	377
76561197960267974	201870	2431
76561197960267974	110800	736
76561197960267974	201290	471
76561197960267974	57400	1665
76561197960267974	18500	569
76561197960267974	203810	110
76561197960267974	108710	890
76561197960267974	207610	751
76561197960267974	211600	526
76561197960267974	203140	948
76561197960267974	205930	142
76561197960267974	50300	355
76561197960267974	730	1813
76561197960267974	205100	691
76561197960267974	203160	1054
76561197960267974	55230	336
76561197960267974	208480	2848
76561197960267974	220240	888
76561197960267974	43160	339
76561197960267974	50620	68
76561197960267974	228280	3246
76561197960267974	219890	84
76561197960267974	221380	3526
76561197960267974	8870	1547
76561197960267974	200510	1910
76561197960267974	214950	12549
76561197960267974	210770	712
76561197960267974	233250	641
76561197960267974	222750	1684
76561197960267974	235600	2286
76561197960267974	209000	1116
76561197960267974	250320	493
76561197960267974	242050	4118
76561197960267974	257350	1370
76561197960267974	243470	1489
76561197960267974	258180	152
76561197960267974	260210	464
76561197960267974	235460	213
76561197960267974	201810	584
76561197960267974	440	347
76561197960267974	570	66445
76561197960267974	630	93
76561197960267974	17520	587
76561197960267915	10	101738
76561197960267915	240	163
76561197960267915	13210	194
76561197960267915	9200	68
76561197960267915	730	2687
76561197960267915	208200	440
76561197960267915	252490	945
76561197960267702	7200	92
76561197960267702	400	81
76561197960267702	39120	476
76561197960267281	10	261
76561197960268180	10	173
76561197960268180	240	65
76561197960268180	300	74
76561197960268180	400	156
76561197960268180	44310	4015
76561197960268180	620	1782
76561197960268180	730	1930
76561197960268216	240	694
76561197960268216	24960	1613
76561197960268216	22600	365
76561197960268216	31280	170
76561197960268216	730	215
76561197960268216	211	5421
76561197960268216	440	274664
76561197960265806	10	499
76561197960265806	30	859
76561197960265806	80	246
76561197960265806	240	2502
76561197960265806	1280	287
76561197960265806	500	586
76561197960265806	1250	218
76561197960265806	550	1359
76561197960265806	55100	495
76561197960265806	105600	12407
76561197960265806	7940	448
76561197960265806	42690	385
76561197960265806	730	1423
76561197960265806	212680	91
76561197960265806	251570	440
76561197960265806	440	6906
76561197960265778	10	52708
76561197960265778	20	768
76561197960265778	30	439
76561197960265778	50	912
76561197960265778	70	7528
76561197960265778	130	1293
76561197960265778	80	5917
76561197960265778	100	404
76561197960265778	220	545
76561197960265778	240	120848
76561197960265778	300	970
76561197960265778	4000	538
76561197960265778	9050	480
76561197960265778	7940	1282
76561197960265778	12100	242
76561197960265778	12170	387
76561197960265778	12180	212
76561197960265778	12900	339
76561197960265778	2700	87
76561197960265778	500	4965
76561197960265778	12210	5827
76561197960265778	17460	202
76561197960265778	3590	90
76561197960265778	12840	94
76561197960265861	10	634
76561197960265778	34900	418
76561197960265861	9340	845
76561197960265861	500	1334
76561197960265861	32360	221
76561197960265861	550	210
76561197960265778	550	27718
76561197960265778	24860	1040
76561197960265861	8930	7774
76561197960265778	10190	4379
76561197960265778	32160	732
76561197960265861	200710	162
76561197960265861	730	2076
76561197960265861	440	181
76561197960265861	570	1126
76561197960265778	22370	1160
76561197960265778	18820	859
76561197960265778	24960	44581
76561197960265778	4920	234
76561197960265778	47790	140
76561197960265778	47830	481
76561197960265778	24780	330
76561197960265778	48160	70
76561197960265778	41700	405
76561197960265778	22380	88
76561197960265778	42700	70
76561197960265778	42710	1045
76561197960265778	1250	86
76561197960265778	93200	105
76561197960265778	47920	200
76561197960265778	70000	102
76561197960265778	34270	352
76561197960265778	620	580
76561197960265778	57900	114
76561197960265778	42690	1841
76561197960265778	71340	119
76561197960265778	41070	86
76561197960265778	108800	811
76561197960265778	206210	194
76561197960265778	108710	780
76561197960265778	730	106327
76561197960265778	209270	80
76561197960265778	202970	278
76561197960265778	202990	5174
76561197960265778	212910	407
76561197960265778	204300	1056
76561197960265778	49520	566
76561197960265778	220860	69
76561197960265778	214560	208
76561197960265778	218410	104
76561197960265778	207610	95
76561197960265778	47890	270
76561197960265778	221040	626
76561197960265778	210550	195
76561197960265778	219740	87
76561197960265778	235250	165
76561197960265778	220200	393
76561197960265778	209160	289
76561197960265778	209170	1984
76561197960265778	222880	437
76561197960265778	252490	22401
76561197960265778	221100	328
76561197960265778	440	47171
76561197960265778	630	2597
76561197960265778	17500	482
76561197960265778	17520	195
76561197960265779	10	1012
76561197960265779	70	155
76561197960265779	240	49918
76561197960265779	500	2152
76561197960265779	10180	290
76561197960265779	10190	650
76561197960265779	550	2287
76561197960265779	24960	1646
76561197960265779	620	1038
76561197960265779	99830	6303
76561197960265779	45760	494
76561197960265779	44320	1303
76561197960265779	202990	2093
76561197960265779	212910	702
76561197960265779	202170	139
76561197960265779	211070	207
76561197960265779	730	2724
76561197960265779	200710	71
76561197960265779	214560	71
76561197960265779	212480	3431
76561197960265779	21690	86
76561197960265779	200510	2776
76561197960265779	226700	84
76561197960265779	252490	4015
76561197960265779	234670	203
76561197960265779	570	21089
76561197960265779	24200	148
76561197960265779	39120	677
76561197960267947	10	235
76561197960267947	20	70
76561197960268428	70	130
76561197960268428	220	1977
76561197960267947	240	788
76561197960268428	240	2748
76561197960268428	320	87
76561197960267947	300	20682
76561197960268428	1500	103
76561197960268428	4000	12637
76561197960267947	2500	276
76561197960268428	6510	191
76561197960267947	4000	37305
76561197960268428	400	609
76561197960268428	17390	4616
76561197960268428	550	699
76561197960268428	42910	814
76561197960268428	620	916
76561197960268428	105600	2605
76561197960267947	2400	69
76561197960268428	201790	516
76561197960268428	200170	541
76561197960267947	9050	223
76561197960268428	219740	762
76561197960268428	221260	383
76561197960268428	224540	1348
76561197960268428	264140	187
76561197960267947	7940	368
76561197960268428	301520	575
76561197960268428	304930	597
76561197960268428	440	21281
76561197960268428	224260	68
76561197960267947	500	114
76561197960267947	1250	2142
76561197960267947	20500	1149
76561197960267947	10190	5096
76561197960267947	550	2176
76561197960267947	22370	327
76561197960267947	4920	36856
76561197960267947	43110	565
76561197960267947	22380	4609
76561197960267947	40990	83
76561197960267947	50130	723
76561197960267947	42700	382
76561197960267947	42710	4776
76561197960267947	8980	1115
76561197960267947	8930	2031
76561197960267947	50300	165
76561197960267947	620	73
76561197960267947	22350	3713
76561197960267947	55110	493
76561197960267947	105600	95
76561197960267947	91310	161
76561197960267947	28050	1273
76561197960267947	42680	257
76561197960267947	42690	684
76561197960267947	9200	839
76561197960267947	65800	414
76561197960267947	201280	192
76561197960267947	202170	723
76561197960267947	730	474
76561197960267947	205100	644
76561197960267947	208580	83
76561197960267947	49520	292
76561197960267947	219150	74
76561197960267947	220240	921
76561197960267947	203140	226
76561197960267947	218230	1587
76561197960267947	221040	527
76561197960267947	107410	608
76561197960267947	8870	335
76561197960267947	43160	486
76561197960267947	72850	393
76561197960267947	234650	1672
76561197960267947	242760	61
76561197960267947	252490	2432
76561197960267947	241540	1968
76561197960267947	221100	5174
76561197960267947	299700	148
76561197960267947	227700	72
76561197960267947	440	163
76561197960267947	224260	85
76561197960267679	10	1049
76561197960268183	220	332
76561197960268183	240	90
76561197960268183	300	912
76561197960268183	3830	366
76561197960268183	4000	244
76561197960268183	400	385
76561197960268183	12500	78
76561197960268183	13230	689
76561197960268183	16600	118
76561197960268183	17300	77
76561197960268183	500	1579
76561197960268183	16450	865
76561197960268183	18500	1877
76561197960268183	24740	882
76561197960268183	1250	189
76561197960268183	3590	22313
76561197960268183	24010	296
76561197960268183	17390	75
76561197960268183	23120	65
76561197960268183	35700	734
76561197960268183	9880	2791
76561197960268183	3620	76
76561197960268183	550	2062
76561197960268183	8980	12605
76561197960268183	41500	1928
76561197960268183	10180	355
76561197960268183	4560	183
76561197960268183	9340	448
76561197960268183	20540	2430
76561197960268183	35010	140
76561197960268183	24960	1292
76561197960268183	24980	101
76561197960268183	43110	102
76561197960268183	40100	247
76561197960268183	20820	354
76561197960268183	49600	640
76561197960268183	22380	115
76561197960267732	70	1955
76561197960267732	203160	313
76561197960268183	41800	683
76561197960268183	62100	225
76561197960268183	31280	665
76561197960268183	8930	86
76561197960268183	38600	2668
76561197960268183	57600	345
76561197960268183	42700	85
76561197960268183	47810	12030
76561197960268183	99810	176
76561197960268183	620	1584
76561197960268183	15540	146
76561197960268183	40800	148
76561197960268183	42910	87
76561197960268183	72200	692
76561197960268183	35480	876
76561197960268183	105600	839
76561197960268183	20920	621
76561197960268183	21100	106
76561197960268183	107100	202
76561197960268183	107200	3700
76561197960268183	111400	72
76561197960268183	55230	130
76561197960268183	9200	114
76561197960268183	102600	267
76561197960268183	72850	237
76561197960268183	41070	384
76561197960268183	35720	223
76561197960268183	63710	89
76561197960268183	98800	464
76561197960268183	105450	639
76561197960268183	207610	1031
76561197960268183	207080	128
76561197960268183	108710	664
76561197960268183	113200	650
76561197960268183	207650	559
76561197960268183	730	479
76561197960268183	202170	119
76561197960268183	214360	593
76561197960268183	49520	5951
76561197960268183	4920	433
76561197960268183	204300	545
76561197960268183	212680	1172
76561197960268183	202990	866
76561197960268183	212910	715
76561197960268183	200710	1633
76561197960268183	200170	758
76561197960268183	223220	132
76561197960268183	8870	1232
76561197960268183	201790	231
76561197960268183	203140	510
76561197960268183	34330	113
76561197960268183	218060	206
76561197960268183	233700	1055
76561197960268183	203160	129
76561197960268183	233720	165
76561197960268183	232050	131
76561197960268183	235250	541
76561197960268183	234710	1323
76561197960268183	220200	150
76561197960268183	238210	921
76561197960268183	210770	194
76561197960268183	209540	316
76561197960268183	234160	539
76561197960268183	230310	581
76561197960268183	233250	146
76561197960268183	231430	79
76561197960268183	224060	701
76561197960268183	209000	511
76561197960268183	221910	784
76561197960268183	246580	378
76561197960268183	221380	74
76561197960268183	215530	836
76561197960268183	440	1036
76561197960268183	630	597
76561197960268183	39120	86022
76561197960268183	226980	102
76561197960267341	10	1077
76561197960267341	240	2403
76561197960265836	10	898
76561197960265836	30	3571
76561197960265836	80	367
76561197960265836	240	4299
76561197960265836	300	316
76561197960265836	2630	116
76561197960265836	7200	784
76561197960265836	400	397
76561197960265836	3270	472
76561197960265836	7940	4692
76561197960265836	15210	1029
76561197960265836	15390	525
76561197960265836	22300	4905
76561197960265836	10090	6300
76561197960265836	17470	2632
76561197960265836	22120	203
76561197960265836	24010	3636
76561197960265836	3700	578
76561197960265836	37700	890
76561197960265836	10180	3293
76561197960265836	10190	25961
76561197960265836	39560	491
76561197960265836	22370	4529
76561197960265836	7670	454
76561197960265836	8850	2070
76561197960265836	20500	498
76561197960265836	43110	302
76561197960265836	34830	285
76561197960265836	22380	7783
76561197960265836	42670	712
76561197960265836	65100	207
76561197960265836	47790	788
76561197960265836	42700	2236
76561197960265836	42710	11179
76561197960265836	55100	1171
76561197960265836	47780	1890
76561197960265836	99830	867
76561197960265836	620	1080
76561197960265836	42680	1307
76561197960265836	42690	982
76561197960265836	72850	926
76561197960265836	207610	838
76561197960265836	261030	113
76561197960265836	440	1434
76561197960265836	17520	123
76561197960266043	10	2283
76561197960266043	20	82
76561197960266043	240	1488
76561197960265895	10	13952
76561197960265895	30	484
76561197960265895	80	107
76561197960265895	240	243
76561197960265924	10	569
76561197960265924	13210	71
76561197960265924	57900	1282
76561197960265924	9200	1215
76561197960265924	400	236
76561197960265924	220240	1666
76561197960265924	107410	586
76561197960265924	63380	63
76561197960265924	440	246
76561197960265924	570	57137
76561197960266012	240	66050
76561197960266012	300	103
76561197960266012	55230	1929
76561197960266012	91310	220
76561197960265838	70	186
76561197960265838	220	105
76561197960265838	240	1064
76561197960265838	300	76
76561197960265838	550	225
76561197960265838	620	8309
76561197960265838	1300	206
76561197960265838	2350	72
76561197960265838	8930	1536
76561197960265838	21970	65
76561197960265838	22350	80
76561197960265838	78000	113
76561197960265838	201790	108
76561197960265838	205100	1535
76561197960265838	219740	140
76561197960265838	236390	15256
76561197960265838	209160	247
76561197960265838	213670	148
76561197960265838	201810	844
76561197960265838	211	405
76561197960265838	440	8870
76561197960265838	570	149
76561197960265838	17500	206
76561197960265838	17570	82
76561197960265838	17700	148
76561197960265838	92500	71
76561197960265839	10	119
76561197960265839	220	141
76561197960265839	240	19929
76561197960265839	1250	598
76561197960265839	400	96
76561197960265839	50130	1069
76561197960265839	33600	376
76561197960265839	57640	428
76561197960265839	20920	726
76561197960265839	28050	2864
76561197960265839	113200	732
76561197960265839	110800	132
76561197960265839	108710	155
76561197960265839	207490	912
76561197960265839	207610	418
76561197960265839	202750	82
76561197960265839	204100	102
76561197960265839	211420	92
76561197960265839	49520	2351
76561197960265839	730	1900
76561197960265839	200510	328
76561197960265839	212680	118
76561197960265839	203140	72
76561197960265839	220240	134
76561197960265839	8930	1445
76561197960265839	221040	66
76561197960265839	203160	1221
76561197960265839	8870	103
76561197960265839	239250	65
76561197960265839	237110	84
76561197960265839	247020	491
76561197960265839	234080	990
76561197960265839	209000	810
76561197960265839	237630	195
76561197960265839	235600	86
76561197960265839	250320	443
76561197960265839	205100	106
76561197960265839	243470	700
76561197960265839	261030	399
76561197960265839	262940	302
76561197960265839	239160	367
76561197960265839	246620	173
76561197960265839	245620	499
76561197960265839	440	1612
76561197960265839	570	90767
76561197960265839	17500	2131
76561197960265839	17700	241
76561197960268458	10	5613
76561197960268458	400	212
76561197960268458	420	468
76561197960268458	12900	67
76561197960268458	32360	534
76561197960268458	41500	669
76561197960268458	550	66
76561197960268458	31170	237
76561197960268458	31180	199
76561197960268458	31190	255
76561197960268458	31200	289
76561197960268458	31210	121
76561197960268458	33230	482
76561197960268458	22600	239
76561197960268458	26800	297
76561197960268458	29180	64
76561197960268458	26500	69
76561197960268458	620	501
76561197960268458	207610	809
76561197960268458	730	86
76561197960268458	227320	350
76561197960268458	261030	154
76561197960268458	570	41204
76561197960268067	10	3255
76561197960267762	10	12205
76561197960268065	10	216
76561197960268065	34220	3100
76561197960267762	730	2192
76561197960267762	440	61
76561197960267401	240	39350
76561197960267401	320	105
76561197960267401	6860	194
76561197960267401	12210	1794
76561197960267401	12220	227
76561197960267401	500	323
76561197960267401	550	301
76561197960267401	620	620
76561197960267401	57900	236
76561197960267401	33910	628
76561197960267401	33930	12454
76561197960267401	91310	1818
76561197960267401	1250	67
76561197960267401	203730	275
76561197960267401	67370	305
76561197960267401	110800	690
76561197960267401	204100	669
76561197960267401	210350	119
76561197960267401	63380	317
76561197960267401	207610	867
76561197960267401	730	406
76561197960267401	570	8792
76561197960268276	10	646
76561197960268276	20	65
76561197960268276	70	78
76561197960265866	10	11422
76561197960265866	30	124
76561197960265866	550	24867
76561197960265866	730	7143
76561197960265866	570	3182
76561197960265866	24200	7244
76561197960265866	223710	567
76561197960266195	220	298
76561197960266195	12750	1234
76561197960266073	4760	66
76561197960266073	400	330
76561197960266073	7940	439
76561197960266073	12900	60
76561197960266073	17460	151
76561197960266073	15620	11422
76561197960266073	22200	61
76561197960266073	10150	5617
76561197960266073	22340	183
76561197960266073	9870	5908
76561197960266073	31100	1089
76561197960266073	31170	610
76561197960266073	31180	213
76561197960266073	31190	185
76561197960266073	31200	253
76561197960266073	31210	101
76561197960266073	32360	455
76561197960266073	21670	4490
76561197960266073	35010	1428
76561197960266073	38220	689
76561197960266073	38800	2253
76561197960266073	6020	71
76561197960266073	6030	125
76561197960266073	23490	1643
76561197960266073	40700	263
76561197960266073	17450	2573
76561197960266073	10180	585
76561197960266073	10190	9512
76561197960266073	4700	165
76561197960266073	34030	619
76561197960266073	18110	478
76561197960266073	550	651
76561197960266073	32430	1802
76561197960266073	9900	16802
76561197960266073	24980	1760
76561197960266073	8850	855
76561197960266073	10680	103
76561197960266073	33220	415
76561197960266073	57600	278
76561197960266073	12210	385
76561197960266073	12220	452
76561197960266073	42650	181
76561197960266073	32460	466
76561197960266073	24780	98
76561197960266073	22350	1311
76561197960266073	39690	1203
76561197960266073	50130	1702
76561197960266073	8930	579
76561197960266073	50620	574
76561197960266073	22380	1006
76561197960266073	42700	891
76561197960266073	42710	7807
76561197960266073	32500	751
76561197960266073	58520	83
76561197960266073	58540	751
76561197960266073	41730	116
76561197960266073	20920	1634
76561197960266073	31290	133
76561197960266073	94500	117
76561197960266073	94530	130
76561197960266073	56400	1158
76561197960266073	47780	166
76561197960266073	7520	985
76561197960266073	620	815
76561197960266073	48220	612
76561197960266073	34330	3185
76561197960266073	99830	3113
76561197960266073	9200	895
76561197960266073	57900	159
76561197960266073	92000	69
76561197960266073	48700	1254
76561197960266073	48720	182
76561197960266073	28050	1663
76561197960266073	105600	2337
76561197960266073	49470	2548
76561197960266073	39160	895
76561197960266073	91310	1593
76561197960266073	33460	292
76561197960266073	72850	6769
76561197960266073	55150	658
76561197960266073	201760	1825
76561197960266073	71340	567
76561197960266073	102600	419
76561197960266073	110800	591
76561197960266073	42990	131
76561197960266073	200900	394
76561197960266073	35720	660
76561197960266073	105450	241
76561197960266073	207170	331
76561197960266073	203630	479
76561197960266073	41500	349
76561197960266073	200710	756
76561197960266073	42170	135
76561197960266073	204100	308
76561197960266073	58570	109
76561197960266073	48240	2720
76561197960266073	57690	672
76561197960266073	49520	7626
76561197960266073	213120	227
76561197960266073	212680	341
76561197960266073	205100	250
76561197960266073	200510	518
76561197960266073	214560	85
76561197960266073	7670	748
76561197960266073	8870	4323
76561197960266073	221020	123
76561197960266073	219740	386
76561197960266073	202970	233
76561197960266073	202990	3169
76561197960266073	221260	181
76561197960266073	228280	72
76561197960266073	225260	565
76561197960266073	225420	587
76561197960266073	233270	351
76561197960266073	224760	191
76561197960266073	219990	626
76561197960266073	241600	144
76561197960266073	242920	785
76561197960266073	50300	114
76561197960266073	65930	238
76561197960266073	214950	399
76561197960266073	213670	923
76561197960266073	246090	658
76561197960266073	261110	453
76561197960266073	264140	227
76561197960266073	238750	239
76561197960266073	291930	244
76561197960266071	8930	17374
76561197960266071	45760	2941
76561197960266071	205790	3585
76561197960266073	440	3723
76561197960266073	570	76
76561197960266073	630	389
76561197960266073	24200	5932
76561197960266071	48000	153
76561197960266071	107100	473
76561197960266071	200170	63
76561197960266071	113020	341
76561197960266071	8870	135
76561197960266071	570	102833
76561197960265890	10	71
76561197960265890	70	102
76561197960265890	130	150
76561197960265890	240	1725
76561197960265890	2100	381
76561197960265890	2600	1163
76561197960265890	6910	128
76561197960265890	6310	363
76561197960265890	4760	984
76561197960265890	4500	313
76561197960265890	400	108
76561197960265890	15150	4801
76561197960265890	20510	990
76561197960265890	20900	1730
76561197960265890	500	545
76561197960265890	25800	1099
76561197960265890	25600	904
76561197960265890	22120	230
76561197960265890	22180	208
76561197960265890	24740	418
76561197960265890	3900	187
76561197960265890	22320	3354
76561197960266042	10	60
76561197960265890	33520	543
76561197960265890	33530	85
76561197960265890	27900	79
76561197960265890	34010	1901
76561197960265890	23490	2743
76561197960265890	40300	2545
76561197960265890	8980	734
76561197960265890	10170	543
76561197960265890	17450	1737
76561197960265890	550	321
76561197960265890	11190	213
76561197960265890	24980	954
76561197960265890	38700	73
76561197960265890	41700	1592
76561197960265890	34030	278
76561197960265890	48700	1748
76561197960265890	43110	595
76561197960265890	4920	8040
76561197960265890	57600	1220
76561197960265890	22380	7779
76561197960265890	49400	493
76561197960265890	25620	466
76561197960265890	28000	145
76561197960265890	39650	61
76561197960265890	39680	136
76561197960265890	50130	1227
76561197960265890	72900	711
76561197960265890	20920	1542
76561197960265890	40800	370
76561197960265890	12900	87
76561197960265890	70400	66
76561197960265890	41300	64
76561197960265890	2760	918
76561197960265890	42910	137
76561197960265890	48720	1484
76561197960265890	28050	1488
76561197960265890	107100	336
76561197960265890	112100	92
76561197960265890	57690	1476
76561197960265890	113200	205
76561197960265890	71340	302
76561197960265890	102600	1294
76561197960265890	9200	125
76561197960265890	72850	396
76561197960265890	94200	143
76561197960265890	203770	493
76561197960265890	207320	303
76561197960265890	207170	503
76561197960265890	108710	195
76561197960265890	211420	22705
76561197960265890	201790	1425
76561197960265890	205100	439
76561197960265890	200510	512
76561197960265890	212680	293
76561197960265890	207210	409
76561197960265890	205950	145
76561197960265890	34330	91
76561197960265890	219150	281
76561197960265890	221640	89
76561197960265890	209540	125
76561197960265928	10	176
76561197960265957	10	482
76561197960265890	234190	84
76561197960265890	236850	677
76561197960265890	252490	1087
76561197960265928	70	1143
76561197960265890	440	146
76561197960265957	70	71
76561197960265957	80	108
76561197960265957	220	1676
76561197960265957	240	8218
76561197960265957	280	220
76561197960265928	211	514
76561197960265928	17700	84
76561197960265957	380	285
76561197960265957	9050	186
76561197960265957	400	101
76561197960265957	420	966
76561197960265957	13210	410
76561197960265957	17410	65
76561197960265957	3590	406
76561197960265957	550	664
76561197960265957	22370	107
76561197960265957	12210	86
76561197960265957	12220	910
76561197960265957	620	1480
76561197960265957	24960	546
76561197960265957	28050	167
76561197960265957	730	311
76561197960265957	214870	313
76561197960265957	223470	186
76561197960265957	8870	80
76561197960265957	44350	192
76561197960265957	217140	132
76561197960265957	440	18073
76561197960268454	80	111
76561197960268454	240	936
76561197960268454	400	380
76561197960268454	620	864
76561197960268454	105600	2458
76561197960268454	440	2285
76561197960267852	10	1138
76561197960267852	220	1253
76561197960267852	240	3171
76561197960267852	380	703
76561197960267852	400	553
76561197960267852	10180	1274
76561197960267852	48110	950
76561197960267852	620	370
76561197960267852	220240	328
76561197960268273	10	1801
76561197960268273	240	4114
76561197960268273	300	152
76561197960268273	17460	5049
76561197960268273	29660	378
76561197960268273	550	459
76561197960268273	24980	3248
76561197960268273	8980	1181
76561197960268273	7520	1998
76561197960268273	102600	1213
76561197960268273	39690	676
76561197960268273	102500	6385
76561197960268273	6910	483
76561197960268273	28050	1415
76561197960268273	730	779
76561197960268273	72850	2602
76561197960268273	249990	172
76561197960268273	440	3291
76561197960268273	570	70998
76561197960268155	10	31364
76561197960268155	220	155
76561197960268155	240	7540
76561197960268155	340	93
76561197960268155	300	464
76561197960268155	7670	2354
76561197960268155	420	970
76561197960268155	500	212
76561197960268155	12210	172
76561197960268155	8190	2995
76561197960268155	17410	255
76561197960268155	57300	99
76561197960268155	20920	5625
76561197960268155	28050	3822
76561197960268155	201280	1001
76561197960268155	110800	309
76561197960268155	72850	5090
76561197960268155	2820	331
76561197960268155	203810	383
76561197960268155	204100	1154
76561197960268155	108710	870
76561197960268155	730	8668
76561197960268155	203140	3513
76561197960268155	205930	337
76561197960268155	238010	414
76561197960268155	221910	205
76561197960268155	221100	8177
76561197960268155	570	233
76561197960267769	10	786
76561197960267769	220	76
76561197960267769	240	5583
76561197960267769	300	910
76561197960267769	400	644
76561197960267769	7670	258
76561197960267769	3590	6875
76561197960267769	35700	513
76561197960267769	41500	1290
76561197960267769	25900	6790
76561197960267769	35070	89
76561197960267769	34440	78
76561197960267769	8930	129
76561197960267769	48950	157
76561197960267769	225420	1245
76561197960267769	219740	2792
76561197960267769	208140	75
76561197960267769	73010	850
76561197960267769	440	820
76561197960267431	70	165
76561197960267431	220	11651
76561197960267431	240	136
76561197960267431	280	2729
76561197960267431	300	182
76561197960267431	380	2906
76561197960267431	4000	13417
76561197960267431	400	417
76561197960267431	420	5343
76561197960267431	3590	302
76561197960267431	550	6112
76561197960267431	24960	3972
76561197960267431	42700	1495
76561197960267431	42710	1865
76561197960267431	50310	14023
76561197960267431	24010	252
76561197960267431	730	2331
76561197960267431	440	6043
76561197960268306	10	547
76561197960265733	10	1115
76561197960265733	70	1614
76561197960265733	100	146
76561197960265733	220	1496
76561197960265733	280	2205
76561197960265733	380	145
76561197960265733	400	1734
76561197960265733	420	218
76561197960265733	500	79
76561197960265733	550	60
76561197960265733	38700	349
76561197960265733	97000	640
76561197960265733	204300	978
76561197960265733	219740	254
76561197960265733	219680	126
76561197960265733	290810	61
76561197960265733	440	721
76561197960265733	570	234
76561197960265733	17570	73
76561197960265730	10	837
76561197960265730	70	403
76561197960265730	620	113
76561197960265730	41500	566
76561197960265730	97000	106
76561197960265730	212680	215
76561197960265730	232810	1603
76561197960265730	251990	298
76561197960265730	246090	128
76561197960265730	237990	133
76561197960265730	211820	1127
76561197960265730	9900	615
76561197960265730	440	1422
76561197960265730	570	144
76561197960265731	400	490
76561197960265731	620	521
76561197960265731	205790	206
76561197960265731	24790	1297
76561197960265731	8930	1111
76561197960265731	72850	5969
76561197960265731	102600	268
76561197960265731	71340	755
76561197960265731	6860	543
76561197960265731	203140	136
76561197960265731	207210	71
76561197960265731	205190	4525
76561197960265731	220200	499
76561197960265731	44350	116
76561197960265731	218620	757
76561197960265731	242920	310
76561197960265731	246420	3018
76561197960265731	221680	1236
76561197960265731	236530	281
76561197960265731	252490	231
76561197960265731	245620	111
76561197960265738	400	102
76561197960265738	550	105
76561197960265731	440	2090
76561197960265738	620	1023
76561197960265731	570	73072
76561197960265738	730	99
76561197960265731	239220	133
76561197960265731	245550	70
76561197960265738	43100	237
76561197960265738	32440	1497
76561197960265738	12430	92
76561197960265738	67000	127
76561197960265738	63710	60
76561197960265738	44320	308
76561197960265738	72200	335
76561197960265738	94200	110
76561197960265738	71390	88
76561197960265738	72850	1473
76561197960265738	211360	2390
76561197960265738	211420	242
76561197960265738	49520	623
76561197960265738	100970	1324
76561197960265738	203680	217
76561197960265738	221640	106
76561197960265738	227800	93
76561197960265738	241320	5493
76561197960265738	221680	3568
76561197960265738	239350	65
76561197960265738	247140	116
76561197960265738	237990	1318
76561197960265738	287980	184
76561197960265738	247080	953
76561197960265738	440	154
76561197960265738	570	1108
76561197960265735	240	2094
76561197960265735	500	522
76561197960266225	30	70
76561197960266225	80	68
76561197960266225	220	997
76561197960266225	240	677
76561197960266225	7000	504
76561197960266225	20900	61
76561197960266225	500	6443
76561197960266225	8140	1198
76561197960266225	550	16407
76561197960266225	17450	773
76561197960266225	10680	343
76561197960266225	8190	618
76561197960266225	35140	635
76561197960266225	6800	112
76561197960266225	41000	310
76561197960266225	8980	2977
76561197960266225	22350	922
76561197960266225	620	2878
76561197960266225	20920	395
76561197960266225	57900	147
76561197960266225	28050	1720
76561197960266225	91310	1188
76561197960266225	72850	20300
76561197960266225	110800	392
76561197960266225	16450	406
76561197960266225	21090	636
76561197960266225	21100	410
76561197960266225	21110	190
76561197960266225	41070	1534
76561197960266225	1250	329
76561197960266225	22380	729
76561197960266225	102500	307
76561197960266225	108710	535
76561197960266225	202750	103
76561197960266225	65800	1582
76561197960266225	200260	1114
76561197960266225	200710	490
76561197960266225	208200	984
76561197960266225	201790	2237
76561197960266225	49540	273
76561197960266225	203160	1501
76561197960266225	225140	739
76561197960266225	224760	60
76561197960266225	216250	554
76561197960266225	12140	5751
76561197960266225	204100	71
76561197960266225	43110	532
76561197960266225	43160	96
76561197960266225	218620	7148
76561197960266225	235600	166
76561197960266225	209000	1399
76561197960266225	241540	430
76561197960266225	49520	6300
76561197960266225	209160	384
76561197960266225	209170	1366
76561197960266225	203140	180
76561197960266225	440	26206
76561197960266225	41010	631
76561197960266225	209870	131
76561197960266072	10	75
76561197960266072	80	550
76561197960266072	240	128
76561197960266072	3350	112
76561197960266072	7940	225
76561197960266072	12900	150
76561197960266072	10180	162
76561197960266072	10190	2894
76561197960266072	234650	247
76561197960266072	440	123
76561197960266072	570	549
76561197960265980	10	1740
76561197960265980	80	93
76561197960265980	240	137602
76561197960265980	1510	63
76561197960265980	12210	184
76561197960265980	10180	397
76561197960265980	10190	1842
