steamid	appid	playtime_forever
76561197960269046	72850	7062
76561197960269046	2990	2095
76561197960269046	6220	2095
76561197960269046	12360	2093
76561197960269046	201510	1952
76561197960269046	18500	2763
76561197960269046	71230	2100
76561197960269046	105450	3207
76561197960269046	108710	3400
76561197960269046	110800	751
76561197960269046	55100	2298
76561197960269046	205610	6129
76561197960269046	22100	1394
76561197960269046	48700	226
76561197960269046	48720	225
76561197960269046	207610	2121
76561197960269046	63380	2827
76561197960269046	205350	2023
76561197960269046	202750	1771
76561197960269046	42170	1122
76561197960269046	6850	1921
76561197960269046	6860	1909
76561197960269046	6900	1909
76561197960269046	203140	5021
76561197960269046	205930	2064
76561197960269046	204100	846
76561197960269046	50300	2478
76561197960269046	50650	1746
76561197960269046	7670	2002
76561197960269046	8850	2002
76561197960269046	1250	4540
76561197960269046	35420	2132
76561197960269046	4700	2086
76561197960269046	4760	2418
76561197960269046	4770	1891
76561197960269046	10500	2406
76561197960269046	10680	2953
76561197960269046	34030	3634
76561197960269046	34330	5038
76561197960269046	71340	1895
76561197960269046	99300	2298
76561197960269046	203750	1923
76561197960269046	211420	1755
76561197960269046	17300	1852
76561197960269046	17330	1851
76561197960269046	17340	1749
76561197960269046	108800	1853
76561197960269046	80	1809
76561197960269046	100	2091
76561197960269046	730	97525
76561197960269046	202170	1138
76561197960269046	49520	4202
76561197960269046	214250	651
76561197960269046	200260	2313
76561197960269046	212680	1354
76561197960269046	96300	2298
76561197960269046	200710	5630
76561197960269046	219640	2585
76561197960269046	91600	2363
76561197960269046	215470	1883
76561197960269046	208480	2292
76561197960269046	220240	1862
76561197960269046	202970	2019
76561197960269046	202990	6521
76561197960269046	212910	3075
76561197960269046	4560	2192
76561197960269046	9340	2192
76561197960269046	20540	2190
76561197960269046	50620	2309
76561197960269046	55110	2298
76561197960269046	47400	1909
76561197960269046	226700	10647
76561197960269046	43160	4367
76561197960269046	227920	263
76561197960269046	8870	4387
76561197960269046	208520	88
76561197960269046	231140	1778
76561197960269046	224580	1777
76561197960269046	227220	240
76561197960269046	34870	1080
76561197960269046	107410	1896
76561197960269046	221380	523
76561197960269046	227180	5795
76561197960269046	233450	590
76561197960269046	203770	3135
76561197960269046	203160	2694
76561197960269046	233720	990
76561197960269046	44350	3371
76561197960269046	216250	5453
76561197960269046	233270	1386
76561197960269046	12840	1743
76561197960269046	44320	1887
76561197960269046	201700	1742
76561197960269046	204450	4402
76561197960269046	31290	1759
76561197960269046	94500	1758
76561197960269046	94510	1757
76561197960269046	94520	1757
76561197960269046	94530	1756
76561197960269046	94600	646
76561197960269046	94610	646
76561197960269046	94620	645
76561197960269046	214950	1879
76561197960269046	210770	2671
76561197960269046	215530	1446
76561197960269046	218620	533
76561197960269046	209160	336
76561197960269046	209170	1884
76561197960268407	240	498
76561197960269046	35700	229
76561197960269046	35720	1695
76561197960269046	238750	140
76561197960269046	40390	955
76561197960269046	242050	1379
76561197960269046	247730	1043
76561197960269046	239160	149
76561197960269046	440	1308
76561197960269046	570	5350
76561197960269046	42160	2123
76561197960269046	239660	6278
76561197960269068	10	151841
76561197960269068	7940	217
76561197960269068	15120	210
76561197960269068	500	52094
76561197960269068	550	751
76561197960269068	10180	457
76561197960269068	730	123
76561197960269068	440	3597
76561197960268310	240	33902
76561197960268310	3900	238
76561197960268310	2700	772
76561197960268310	500	229
76561197960268310	18500	457
76561197960268310	11440	205
76561197960268310	10180	246
76561197960268310	10190	4864
76561197960268310	17020	15502
76561197960268310	8930	1700
76561197960268310	8980	268
76561197960268310	42710	2627
76561197960268310	47890	799
76561197960268310	42910	105
76561197960268310	99890	2236
76561197960268310	47920	94
76561197960268310	400	121
76561197960268310	28050	680
76561197960268310	65800	600
76561197960268310	47400	254
76561197960268310	42680	67
76561197960268310	42690	354
76561197960268310	72850	1579
76561197960268310	42170	448
76561197960268310	730	37965
76561197960268310	202170	604
76561197960268310	49520	415
76561197960268310	212680	116
76561197960268310	227300	1203
76561197960268310	230410	392
76561197960268310	44350	288
76561197960268310	210770	92
76561197960268310	208140	61
76561197960268310	213850	107
76561197960268310	244210	232
76561197960268310	218620	154
76561197960268310	206420	121
76561197960268310	223670	69
76561197960268310	211820	70
76561197960268310	222900	217
76561197960268310	440	2324
76561197960268310	570	486
76561197960268310	17580	308
76561197960268310	218450	68
76561197960268310	223390	87
76561197960268988	10	74
76561197960268988	48180	590
76561197960268988	25890	2178
76561197960268988	220240	23317
76561197960268988	203770	4196
76561197960268988	48240	6935
76561197960268988	236850	15430
76561197960268533	10	1095
76561197960268533	550	997
76561197960268554	10	820
76561197960268554	240	56557
76561197960268554	2810	399
76561197960268554	7940	199
76561197960268554	8500	164
76561197960268554	41500	683
76561197960268554	9900	3569
76561197960268554	8930	1974
76561197960268554	203770	416
76561197960268554	730	679
76561197960268554	272350	196
76561197960268554	72850	817
76561197960268554	440	79
76561197960269866	10	72
76561197960269866	130	73
76561197960269866	240	1219
76561197960269866	33900	146
76561197960269866	730	311
76561197960269866	219740	2239
76561197960269866	242760	117
76561197960269866	221100	343
76561197960268946	10	4424
76561197960268946	80	2029
76561197960268946	240	123
76561197960268946	22600	54540
76561197960268946	200710	4697
76561197960268946	730	98
76561197960269713	240	1213
76561197960269713	13210	2938
76561197960269713	24960	643
76561197960269713	33930	194
76561197960269713	22350	513
76561197960269713	219640	1378
76561197960269713	263440	449
76561197960269713	440	789
76561197960269890	10	4127
76561197960269890	30	1002
76561197960269898	10	182070
76561197960269898	240	487
76561197960269898	24960	845
76561197960269898	43110	97
76561197960269898	50620	1709
76561197960269898	32500	909
76561197960269898	47870	507
76561197960269898	91310	103
76561197960269898	55150	1029
76561197960269898	55230	319
76561197960269898	102600	104
76561197960269898	42680	483
76561197960269898	42690	1083
76561197960269898	63380	1107
76561197960269898	115320	2624
76561197960269898	50650	15865
76561197960269898	730	1078
76561197960269898	440	148
76561197960269898	570	276
76561197960269898	24200	560
76561197960269599	220	95
76561197960268412	10	520
76561197960269599	8600	1611
76561197960268412	24800	162
76561197960268412	10180	713
76561197960268412	10190	11744
76561197960268412	550	103
76561197960269599	17330	96
76561197960269599	33900	703
76561197960268412	42700	1596
76561197960268412	42710	10872
76561197960268412	12210	2326
76561197960268412	620	808
76561197960269599	33930	736
76561197960269599	620	399
76561197960268412	110800	4432
76561197960269599	234630	135
76561197960269599	244210	1780
76561197960269599	222880	79
76561197960269599	45760	187
76561197960268412	212050	68
76561197960269599	261820	146
76561197960268412	202970	226
76561197960268412	202990	46996
76561197960268412	212910	8314
76561197960268412	630	248
76561197960267742	10	7164
76561197960267742	70	88
76561197960267742	550	4662
76561197960267742	24960	991
76561197960268889	10	347
76561197960267742	211820	929
76561197960268889	1250	205
76561197960268889	550	2370
76561197960268889	24960	2334
76561197960268889	620	1071
76561197960268889	49520	1603
76561197960268889	730	22456
76561197960268889	4920	418
76561197960268889	206980	460
76561197960268889	440	2089
76561197960268889	570	92263
76561197960268889	630	450
76561197960268889	42160	561
76561197960268889	218170	408
76561197960268984	240	528
76561197960268984	380	281
76561197960268984	400	823
76561197960268984	420	494
76561197960268984	7670	220
76561197960268984	13210	212
76561197960268984	19900	1553
76561197960268984	17330	385
76561197960268984	12210	4915
76561197960268984	17410	143
76561197960268984	24740	535
76561197960268984	16810	273
76561197960268984	10150	1085
76561197960268984	8980	4450
76561197960268984	10180	338
76561197960268984	550	351
76561197960268984	22370	2382
76561197960268984	8850	881
76561197960268984	33230	2556
76561197960268984	20570	399
76561197960268984	43110	1099
76561197960268984	12220	609
76561197960268984	8930	16200
76561197960268984	2760	941
76561197960268984	48190	2132
76561197960268984	620	857
76561197960268984	28050	75
76561197960268984	7600	1283
76561197960268984	22230	138
76561197960268984	33460	775
76561197960268984	107100	649
76561197960268984	55230	267
76561197960268984	201870	1726
76561197960268984	200260	141
76561197960268984	108800	854
76561197960268984	212010	806
76561197960268984	35140	615
76561197960268984	212680	890
76561197960268984	200510	939
76561197960268984	4560	256
76561197960268984	50620	77
76561197960268984	55110	579
76561197960269471	10	8826
76561197960268984	208480	1156
76561197960268984	47790	227
76561197960268984	205100	2222
76561197960268984	49520	252
76561197960268984	8870	827
76561197960268984	440	2513
76561197960268984	3483	109
76561197960269471	500	178
76561197960269471	24960	9834
76561197960269471	730	18609
76561197960269471	221100	904
76561197960269471	440	604
76561197960269106	30	775
76561197960269106	240	2692
76561197960269106	300	2889
76561197960269106	10090	249
76561197960269106	730	600
76561197960269106	43160	387
76561197960269106	227940	3864
76561197960268523	10	115
76561197960268523	70	282
76561197960268523	220	554
76561197960268523	240	489
76561197960268523	320	390
76561197960268523	300	277
76561197960268523	4700	222
76561197960268523	730	910
76561197960268523	219640	186
76561197960268523	440	432
76561197960268523	24200	71
76561197960268400	240	103
76561197960268400	227300	148
76561197960269322	220	837
76561197960269322	240	385
76561197960269322	300	5978
76561197960269322	380	207
76561197960269322	2600	711
76561197960269322	420	291
76561197960269322	17300	1937
76561197960269322	17330	1094
76561197960269322	17340	79
76561197960269322	20900	3627
76561197960269322	500	2555
76561197960269322	18500	1436
76561197960269322	32370	1785
76561197960269322	550	26360
76561197960269322	41500	1314
76561197960269322	24980	6884
76561197960269322	8190	113
76561197960269322	8930	82737
76561197960269322	34010	957
76561197960269322	41700	1524
76561197960269322	57300	61
76561197960269322	41000	117
76561197960269322	20920	5802
76561197960269322	620	1330
76561197960269322	107100	122
76561197960269322	107200	131
76561197960269322	110800	87
76561197960269322	204100	793
76561197960269322	211420	82
76561197960269322	730	7436
76561197960269322	208580	2000
76561197960269322	212680	1811
76561197960269322	49520	338
76561197960269322	200710	1369
76561197960269322	219640	758
76561197960269322	211400	171
76561197960269322	4920	10300
76561197960269322	225260	244
76561197960269322	204450	315
76561197960269322	214950	137
76561197960269322	239030	326
76561197960269322	241540	78
76561197960269322	63380	9261
76561197960269322	440	1874
76561197960269322	570	60
76561197960269322	41010	203
76561197960269322	224260	934
76561197960269322	259080	113
76561197960269322	271290	113
76561197960269018	10	671
76561197960269018	240	1277
76561197960269018	400	165
76561197960269018	21970	258
76561197960269018	48190	234
76561197960269018	620	749
76561197960269018	730	62
76561197960269018	49520	182
76561197960269018	43160	275
76561197960268777	500	7619
76561197960268777	32340	119
76561197960268777	550	968
76561197960268777	107100	1105
76561197960268777	205270	297
76561197960268777	440	153628
76561197960268777	630	140
76561197960268976	10	10369
76561197960268976	220	263
76561197960268976	240	8275
76561197960268976	6510	112
76561197960268976	4550	252
76561197960268976	8500	2729
76561197960268976	13210	186
76561197960268976	500	101
76561197960268976	17480	191
76561197960268976	24740	78
76561197960268976	26800	327
76561197960268976	22330	129
76561197960268976	29180	107
76561197960268976	8980	432
76561197960268976	41500	154
76561197960268976	24790	165
76561197960268976	12710	192
76561197960268976	550	517
76561197960268976	8190	66
76561197960268976	41300	249
76561197960268976	24960	454
76561197960268976	6800	186
76561197960268976	8800	229
76561197960268976	22380	724
76561197960268976	8930	1663
76561197960268976	12210	258
76561197960268976	47810	368
76561197960268976	63200	150
76561197960268976	42910	689
76561197960268976	620	1004
76561197960268976	35700	73
76561197960268976	1250	171
76561197960268976	12900	509
76561197960268976	18500	123
76561197960268976	38700	178
76561197960268976	40800	445
76561197960268976	57300	98
76561197960268976	55040	294
76561197960268976	105600	1116
76561197960268976	91310	87
76561197960268976	72850	3949
76561197960268976	107100	329
76561197960268976	110800	210
76561197960268976	113200	743
76561197960268976	24010	108
76561197960268976	1510	90
76561197960268976	41800	94
76561197960268976	38600	494
76561197960268976	204880	94
76561197960268976	204100	362
76561197960268773	10	2206
76561197960268976	97330	2249
76561197960268976	55230	1315
76561197960268976	35140	185
76561197960268976	17300	180
76561197960268976	49520	630
76561197960268976	211420	326
76561197960268773	730	5242
76561197960268976	730	9774
76561197960268976	200510	254
76561197960268976	212680	415
76561197960268976	203140	1035
76561197960268976	218680	69
76561197960268976	219150	148
76561197960268976	220240	104
76561197960268976	227320	171
76561197960268976	8870	1253
76561197960268976	17080	1468
76561197960268976	238960	937
76561197960268976	233450	227
76561197960268976	233720	112
76561197960268976	213850	537
76561197960268976	241600	217
76561197960268976	248390	987
76561197960268976	239350	156
76561197960268976	239820	167
76561197960268976	206420	661
76561197960268976	221380	64
76561197960268976	211820	794
76561197960268976	233290	92
76561197960268976	255420	66
76561197960269896	30	4437
76561197960268976	440	2909
76561197960268976	570	110
76561197960268976	1840	95
76561197960268976	232450	61
76561197960269896	240	578
76561197960269896	500	13281
76561197960269896	15620	1149
76561197960269896	10180	8809
76561197960269896	10190	29031
76561197960269896	33930	15423
76561197960269896	219540	274
76561197960269896	107410	172
76561197960269896	440	850
76561197960269896	630	240
76561197960268614	10	831
76561197960269777	240	3005
76561197960269777	730	3755
76561197960269928	10	1179
76561197960268442	10	68443
76561197960268442	50	270
76561197960268442	130	115
76561197960268442	300	337
76561197960268442	240	6875
76561197960268949	10	435
76561197960268442	15120	2043
76561197960268442	20900	340
76561197960268442	500	1721
76561197960268442	17480	1297
76561197960268442	1250	5324
76561197960268442	9870	440
76561197960268442	9860	314
76561197960268442	35700	119
76561197960268442	38220	70
76561197960268442	32370	825
76561197960268442	8980	3059
76561197960268442	10180	499
76561197960268442	10190	2702
76561197960268442	550	2243
76561197960268442	17020	540
76561197960268442	31170	92
76561197960268442	7670	98
76561197960268442	10680	700
76561197960268442	43110	1130
76561197960268442	24960	13993
76561197960268442	48700	715
76561197960268442	8190	705
76561197960268442	35140	812
76561197960268442	400	237
76561197960268442	42650	66
76561197960268442	33930	161
76561197960268442	27330	492
76561197960268442	34920	87
76561197960268442	28000	227
76561197960268442	17410	166
76561197960268442	50130	931
76561197960268442	22350	1382
76561197960268442	8930	2455
76561197960268442	50620	395
76561197960268442	43000	579
76561197960268442	22380	2991
76561197960268442	42700	839
76561197960268442	42710	2497
76561197960268442	32500	505
76561197960268442	2760	1052
76561197960269501	10	65
76561197960268442	42910	407
76561197960269501	30	261
76561197960268442	55100	930
76561197960268442	99810	283
76561197960269501	70	110
76561197960268442	9200	681
76561197960268442	620	975
76561197960268442	56400	183
76561197960268442	99100	542
76561197960269501	220	869
76561197960268442	105600	11433
76561197960269501	240	2076
76561197960268442	105400	1671
76561197960269501	300	269
76561197960268442	57900	706
76561197960268442	91700	71
76561197960269501	1200	70
76561197960268442	49470	1541
76561197960268442	19680	195
76561197960269501	4000	1048
76561197960269501	6860	647
76561197960268442	107310	169
76561197960268442	55150	1020
76561197960268442	35450	977
76561197960269501	400	248
76561197960269501	9340	167
76561197960268442	22330	2529
76561197960268442	72850	22365
76561197960269501	12150	426
76561197960268442	32800	347
76561197960268442	28050	436
76561197960268442	111600	114
76561197960268442	91310	2125
76561197960268442	98400	266
76561197960268442	24240	237
76561197960268442	65800	1666
76561197960269501	12900	490
76561197960268442	110800	143
76561197960268442	39160	744
76561197960268442	42680	316
76561197960269501	500	7413
76561197960268442	42690	596
76561197960268442	55230	858
76561197960269501	18500	173
76561197960268442	48240	557
76561197960269501	12210	627
76561197960268442	12640	72
76561197960269501	24740	674
76561197960268442	41070	178
76561197960269501	20540	444
76561197960268442	7520	225
76561197960269501	1250	2230
76561197960268442	207170	333
76561197960269501	3590	73
76561197960268442	102500	400
76561197960269501	29180	266
76561197960268442	63380	1004
76561197960268442	104900	344
76561197960269501	21690	138
76561197960268442	108800	219
76561197960269501	550	17386
76561197960268442	212630	115
76561197960269501	10180	2453
76561197960269501	10190	5033
76561197960268442	211420	205
76561197960269501	18110	217
76561197960268442	40390	66
76561197960269501	17020	118
76561197960268442	215280	242
76561197960268442	214360	144
76561197960269501	24980	2383
76561197960268442	205100	738
76561197960269501	24960	7609
76561197960268442	730	87798
76561197960268467	70	1903
76561197960269501	8850	84
76561197960268442	208580	73
76561197960269501	42120	78
76561197960268442	200260	139
76561197960269501	8190	1131
76561197960269501	49900	75
76561197960268442	49520	2387
76561197960269501	12220	950
76561197960268442	200710	1055
76561197960268442	214560	215
76561197960269501	4920	428
76561197960268442	4920	431
76561197960268442	220240	1095
76561197960268442	203140	433
76561197960269501	1520	109
76561197960269501	33930	13039
76561197960269501	219540	31900
76561197960268442	55110	187
76561197960269501	57300	116
76561197960269501	10500	181
76561197960268442	208480	266
76561197960268442	215710	265
76561197960268442	109600	1938
76561197960268442	218230	1040
76561197960268442	224580	259
76561197960268442	227100	172
76561197960269501	22380	406
76561197960268442	224600	676
76561197960269501	42700	470
76561197960268442	232950	86
76561197960269501	42710	8555
76561197960269501	93200	227
76561197960268442	233270	415
76561197960269501	42910	1779
76561197960269501	620	2561
76561197960268442	216250	102
76561197960268442	234650	603
76561197960269501	34330	159
76561197960268442	43160	574
76561197960269501	91600	478
76561197960268442	225360	92
76561197960269501	91200	82
76561197960268442	215530	745
76561197960268442	241600	1770
76561197960268442	233980	225
76561197960269501	48700	901
76561197960268442	229480	104
76561197960269501	48720	3090
76561197960268442	242760	463
76561197960269501	72200	445
76561197960269501	105600	7769
76561197960268442	224060	395
76561197960269501	98200	362
76561197960268442	39140	554
76561197960269501	91700	154
76561197960268442	238240	348
76561197960268442	218620	2544
76561197960268442	209000	283
76561197960268442	206420	555
76561197960269501	55040	144
76561197960269501	70300	110
76561197960268442	219640	163
76561197960269501	48000	121
76561197960268442	228560	204
76561197960269501	107200	78
76561197960268442	251570	297
76561197960269501	57690	401
76561197960268442	252490	745
76561197960268442	241540	71
76561197960269501	22600	105
76561197960268442	242860	183
76561197960268442	257350	65
76561197960268442	213670	642
76561197960269501	98600	98
76561197960268442	250400	753
76561197960269501	113200	163
76561197960269501	55230	2682
76561197960268442	261760	114
76561197960269501	65800	259
76561197960268442	39210	2546
76561197960268442	230070	98
76561197960269501	48240	318
76561197960269501	40800	298
76561197960268442	268750	458
76561197960268442	269030	65
76561197960268442	247730	647
76561197960268442	203160	505
76561197960268442	238750	424
76561197960268442	239160	216
76561197960269501	105800	206
76561197960269629	10	5015
76561197960268442	236510	291
76561197960269501	111100	63
76561197960268442	233290	432
76561197960269501	63380	804
76561197960269501	40720	63
76561197960268673	10	3612
76561197960269014	220	342
76561197960268442	239120	266
76561197960269501	207610	708
76561197960268442	301520	118
76561197960269501	98300	115
76561197960269629	240	10120
76561197960269629	300	138
76561197960269014	3900	536
76561197960269629	4000	6515
76561197960269501	212680	4287
76561197960268442	227700	490
76561197960269014	400	123
76561197960269501	201870	349
76561197960268442	227940	92
76561197960269629	12120	477
76561197960268442	440	7101
76561197960268442	630	572
76561197960269501	205100	176
76561197960269014	8500	97
76561197960269501	730	1888
76561197960269501	10090	185
76561197960269014	17300	148
76561197960269501	202970	107
76561197960268442	24200	375
76561197960269014	20900	553
76561197960269501	202990	2075
76561197960268442	39120	3703
76561197960269014	500	380
76561197960269629	12180	119
76561197960269014	23310	436
76561197960269501	49520	9650
76561197960269501	204300	521
76561197960269501	8930	2723
76561197960268442	209870	135
76561197960269014	29720	130
76561197960269501	200510	395
76561197960268442	215100	23272
76561197960269629	500	9044
76561197960269014	22330	1694
76561197960269501	200710	88
76561197960269629	12210	555
76561197960269501	214560	100
76561197960269629	9870	61
76561197960269501	219640	1243
76561197960269629	550	6067
76561197960268673	730	635
76561197960268442	226320	161
76561197960268673	232910	933
76561197960268442	233630	78
76561197960269629	8980	4199
76561197960269014	17450	10307
76561197960268673	234630	4999
76561197960269501	220240	2108
76561197960269629	24960	4909
76561197960268673	107410	304
76561197960269501	219740	1937
76561197960268442	239660	94
76561197960269014	550	117
76561197960269501	203140	929
76561197960269629	8190	1411
76561197960269014	22370	634
76561197960268442	259080	145
76561197960269629	33930	1182
76561197960269014	8930	2653
76561197960268442	262410	98
76561197960269014	58540	454
76561197960268442	265630	60
76561197960269629	620	750
76561197960269014	620	1263
76561197960269501	224540	108
76561197960269629	105600	4274
76561197960269014	1250	240
76561197960269501	218130	90
76561197960269629	55230	113
76561197960269501	107410	5530
76561197960269629	65800	61
76561197960269014	18500	3401
76561197960269629	41070	237
76561197960269629	730	6719
76561197960269629	49520	2556
76561197960269501	227680	142
76561197960269629	204360	138
76561197960269014	28050	1214
76561197960269014	20920	4860
76561197960269014	72850	6996
76561197960269014	107100	243
76561197960269501	233720	580
76561197960269501	113020	139
76561197960269629	238960	1017
76561197960269629	107410	1165
76561197960269501	233270	188
76561197960269629	241600	76
76561197960269014	35720	84
76561197960269501	220200	114
76561197960269501	218620	2311
76561197960269629	249130	203
76561197960269501	72850	67
76561197960269629	211820	6235
76561197960269501	242760	500
76561197960269629	221100	851
76561197960269501	242880	107
76561197960269501	242920	114
76561197960269629	211	227
76561197960269501	213850	480
76561197960269629	440	3153
76561197960269014	26800	64
76561197960269629	570	203
76561197960269501	244850	77
76561197960269501	206420	544
76561197960269014	214340	411
76561197960269501	250320	118
76561197960269014	211420	309
76561197960269501	222880	394
76561197960269014	202170	382
76561197960269501	252490	80
76561197960269014	730	1729
76561197960269014	205100	214
76561197960269501	241540	304
76561197960269014	200510	188
76561197960269501	243470	530
76561197960269501	250400	454
76561197960269014	8870	1320
76561197960269501	94400	97
76561197960269501	221910	543
76561197960269014	221020	72
76561197960269014	220240	128
76561197960269501	261030	198
76561197960269014	220440	223
76561197960269501	238430	86
76561197960269014	234650	245
76561197960269501	211820	131
76561197960269014	236090	482
76561197960269501	240760	453
76561197960269014	225080	391
76561197960269501	221100	6099
76561197960269014	206420	193
76561197960269501	25000	72
76561197960269014	257350	673
76561197960269014	243470	421
76561197960269501	265930	88
76561197960269501	238240	170
76561197960269014	230230	1269
76561197960269501	304930	111
76561197960269501	238090	98
76561197960269501	227940	62
76561197960269014	232790	196
76561197960269014	236430	204
76561197960269501	440	27610
76561197960269014	237930	568
76561197960269501	570	24425
76561197960269014	201810	210
76561197960269501	630	103
76561197960269014	440	322
76561197960269014	570	65130
76561197960269501	209870	257
76561197960269501	224260	112
76561197960268897	10	122128
76561197960268897	30	606
76561197960268897	220	73
76561197960268897	240	1150
76561197960268897	12210	93
76561197960268897	550	593
76561197960268897	400	72
76561197960268897	42710	2206
76561197960268897	42680	181
76561197960268897	42690	1409
76561197960268897	730	44589
76561197960268897	252490	392
76561197960268897	440	156
76561197960268735	440	536
76561197960269006	10	77
76561197960269006	4920	9955
76561197960269006	8930	5029
76561197960269006	47810	8192
76561197960269006	105450	325
76561197960269006	208090	1698
76561197960269006	204880	16552
76561197960269006	203160	913
76561197960269006	227180	1818
76561197960269006	208140	226
76561197960269006	243950	1598
76561197960269006	241540	8850
76561197960269006	238430	165
76561197960269950	10	2889
76561197960269006	570	29314
76561197960269006	256410	4203
76561197960269950	240	338
76561197960269950	550	1100
76561197960267922	10	130
76561197960267922	730	3801
76561197960267922	8930	2458
76561197960267922	291480	65
76561197960267922	570	300
76561197960269166	10	2452
76561197960269166	30	62
76561197960269166	70	85
76561197960269166	80	320
76561197960269166	730	1452
76561197960269166	218620	1360
76561197960269166	221100	1339
76561197960269166	225140	2005
76561197960268472	220	1059
76561197960268472	380	760
76561197960268472	400	2321
76561197960268472	420	966
76561197960268472	11200	694
76561197960268472	7670	1216
76561197960268472	19200	662
76561197960268472	500	7922
76561197960268472	17460	2958
76561197960268472	17480	581
76561197960268472	21910	832
76561197960268472	1250	396
76561197960268472	3590	6810
76561197960268472	11360	191
76561197960268472	550	19285
76561197960268472	24980	2717
76561197960268472	38700	911
76561197960268472	8850	999
76561197960268472	41300	207
76561197960268472	46000	484
76561197960268472	42500	166
76561197960268472	1520	339
76561197960268472	47810	169
76561197960268472	62000	1292
76561197960268472	26800	426
76561197960268472	29180	490
76561197960268472	31410	84
76561197960268472	620	3067
76561197960268472	12900	211
76561197960268472	15500	105
76561197960268472	15520	496
76561197960268472	15540	184
76561197960268472	26500	677
76561197960268472	35460	517
76561197960268472	38720	456
76561197960268472	40800	85
76561197960268472	57300	81
76561197960268472	63700	235
76561197960268472	105600	13351
76561197960268472	208200	223
76561197960268472	212680	2100
76561197960268472	200710	1340
76561197960268472	4920	12246
76561197960268472	65800	5413
76561197960268472	440	4688
76561197960268472	17520	197
76561197960268803	240	164
76561197960268803	280	572
76561197960268803	3200	74
76561197960268803	4560	696
76561197960268803	9010	212
76561197960268803	420	211
76561197960268803	12900	478
76561197960268803	8500	660
76561197960268803	15100	210
76561197960268803	19900	761
76561197960268803	20510	159
76561197960268803	21000	290
76561197960268803	500	827
76561197960268803	13210	108
76561197960268550	10	1392
76561197960268803	16450	82
76561197960268803	12210	481
76561197960268803	15620	1208
76561197960268803	23310	433
76561197960268550	10180	487
76561197960268550	10190	9011
76561197960268803	1250	2421
76561197960268550	730	12747
76561197960268803	10150	257
76561197960268550	218620	6675
76561197960268803	22330	1382
76561197960268803	22320	274
76561197960268550	440	94
76561197960268803	9860	100
76561197960268550	570	43209
76561197960268803	3700	167
76561197960268803	10130	735
76561197960268803	38220	289
76561197960268803	20500	1340
76561197960268803	550	1727
76561197960268803	8980	2203
76561197960268803	40700	152
76561197960268803	41500	217
76561197960268803	10180	313
76561197960268803	10190	1298
76561197960268803	8850	332
76561197960268803	20570	3832
76561197960268803	10680	583
76561197960268803	40100	130
76561197960268803	43110	1295
76561197960268803	8190	189
76561197960268803	21110	338
76561197960268803	21120	329
76561197960268803	34010	76
76561197960268803	42670	408
76561197960268803	50620	381
76561197960268803	41700	105
76561197960268803	45740	85
76561197960268803	57300	521
76561197960268803	22380	2404
76561197960268803	41000	379
76561197960268803	43000	78
76561197960268803	45750	255
76561197960268803	42700	486
76561197960268803	42710	2185
76561197960268803	18000	307
76561197960268803	42910	164
76561197960268803	63200	1544
76561197960268803	21100	533
76561197960268803	48190	1228
76561197960268803	56400	317
76561197960268803	620	432
76561197960268803	97100	483
76561197960268803	104700	3789
76561197960268803	39160	113
76561197960268803	22350	294
76561197960268803	55110	971
76561197960268803	19680	1323
76561197960268803	8930	1350
76561197960268803	55150	644
76561197960268803	107100	479
76561197960268803	18070	82
76561197960268803	28050	1428
76561197960268803	91310	605
76561197960268803	72850	6122
76561197960268803	24240	514
76561197960268803	55230	1263
76561197960268803	9200	1071
76561197960268803	3830	162
76561197960268803	201760	155
76561197960268803	65800	1189
76561197960268803	91600	64
76561197960268803	48240	504
76561197960268803	41070	203
76561197960268803	57400	1419
76561197960268803	10220	357
76561197960268803	67370	518
76561197960268803	21170	224
76561197960268803	108710	613
76561197960268803	110800	117
76561197960268803	203750	602
76561197960268803	96400	250
76561197960268803	204880	602
76561197960268803	63380	635
76561197960268803	204060	178
76561197960268803	207610	184
76561197960268803	104900	110
76561197960268803	94300	146
76561197960268803	204100	120
76561197960268803	208140	123
76561197960268803	105400	218
76561197960268803	98400	559
76561197960268803	211420	235
76561197960268803	49520	2861
76561197960268803	202170	120
76561197960268803	730	1653
76561197960268803	212680	197
76561197960268803	204360	168
76561197960268803	205100	794
76561197960268803	200510	114
76561197960268803	208200	886
76561197960268803	220240	2134
76561197960268803	202990	81
76561197960268803	212910	508
76561197960268803	203140	76
76561197960268803	105000	152
76561197960268803	220700	327
76561197960268803	57690	751
76561197960268803	227100	117
76561197960268803	221040	219
76561197960268803	32430	264
76561197960268803	97330	67
76561197960268803	8870	994
76561197960268803	227480	141
76561197960268803	224600	454
76561197960268803	224760	66
76561197960268803	228300	865
76561197960268803	232750	73
76561197960268803	233270	629
76561197960268803	65930	792
76561197960268803	204450	1327
76561197960268803	43160	831
76561197960268803	236090	551
76561197960268803	244850	67
76561197960268803	221680	226
76561197960268803	248820	1410
76561197960268803	218620	597
76561197960268803	239820	626
76561197960268803	232810	387
76561197960268803	238320	96
76561197960268803	206420	1149
76561197960268803	251850	337
76561197960268803	233130	1109
76561197960268803	213670	1811
76561197960268803	247910	101
76561197960268803	39210	366
76561197960268803	211820	104
76561197960268803	201810	1389
76561197960268803	237930	447
76561197960268803	211	68
76561197960268803	440	1097
76561197960268803	570	757
76561197960268803	630	148
76561197960268803	24200	90
